SKU,Product,Shipments with extra charge,Extra charged ($),By service,By type
WB0507DFWH2OP,Americanflat Collage Picture Frame in with Two Displays Textured Wood and Polished Glass for Wall and Tabletop - White 5 x 7,1,0.37,UPS Ground Saver $0.37,Carrier re-rate after label $0.37
MP-PILL-REDS-1616-ABSTRACT001,Americanflat 16x16 Abstract Blurred Throw Pillow with Premium Polyester - Red,1,0.37,UPS Ground Saver $0.37,Carrier re-rate after label $0.37
MP-PES-SHOW-7174-GREYOMBRE,Americanflat 71x74 Ombre Grey Shower Curtain - Water Resistant - Polyester Fabric,1,0.37,UPS Ground Saver $0.37,Carrier re-rate after label $0.37
MW0808BLK55,Americanflat Picture Frame | Includes Mat | Classic Molding | Signature Collection - 8x8 Matted to 5x5 / Black,1,0.37,UPS Ground Saver $0.37,Carrier re-rate after label $0.37
473718712878628876,"Americanflat Hinged Picture Frame with Wide, Beveled Molding and Shatter-Resistant Glass - Modern Metal Picture Frame Displays Two Photos - Elegant Photo Frames for Tabletop Display",1,0.37,UPS Ground Saver $0.37,Carrier re-rate after label $0.37
MP-PVC-PS-1319-SILVER-1117-5PK,Americanflat 5 Pack of 13x19 Frames with 11x17 Mat - Plexiglass Cover - Silver,1,0.37,FedEx (service not itemized) $0.37,Billed above label cost $0.37
LX0808WHT66,Picture Frame | Includes Mat | Slim Molding | Streamline Collection - 8x8 with 6x6 Mat / White / 1 Pack,2,0.37,FedEx (service not itemized) $0.37,Billed above label cost $0.37
MP-PVC-IF-0406-BLACK-DW1-2PK,Americanflat 4x6 Mini Instant Photo Frame with Double White Mat - Display 2.1x3.4 Photos - Black - 2 Pack,1,0.36,USPS Ground Advantage $0.36,Carrier re-rate after label $0.36
MP-MDF-810-BLACK-46-2OP,Americanflat 8x10 Double Picture Frame - Displays Two 4x6 Photos or Artwork - Black,1,0.36,UPS (service not itemized) $0.36,Carrier re-rate after label $0.36
A5WHT,A-Sized Picture Frame | A Frames Collection | Modern Decor - A5 (5.8x8.3) / White / 1 Pack,1,0.36,FedEx (service not itemized) $0.36,Billed above label cost $0.36
A5BLK-2PACK,A-Sized Picture Frame | A Frames Collection | Modern Decor - A5 (5.8x8.3) / Black / 2 Pack,1,0.36,FedEx (service not itemized) $0.36,Billed above label cost $0.36
LX1317BLKNOMAT,Streamline Picture Frame - 13x17 / Black / 1 Pack,1,0.36,FedEx (service not itemized) $0.36,Billed above label cost $0.36
POD1114BLK3PK,Americanflat 11x14 Black Picture Frames - Shatter-Resistant Glass - 3 Pack - Use as 8x10 with mat or as 11x14 frame without mat,3,0.35,FedEx (service not itemized) $0.35,Billed above label cost $0.35
SB0810BLK68,Silhouette Matted Keepsake Shadow Box - 8x10 / Black,1,0.35,FedEx (service not itemized) $0.35,Billed above label cost $0.35
LX1111BLK,Picture Frame | Includes Mat | Slim Molding | Streamline Collection - 11x11 with 8x8 Mat / Black / 1 Pack,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
FSF1114BLK,Americanflat Guardian Storage Frame | With Mat | Fire-Resistant Pouch - 11x14 / Black,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
329325489782685722,Americanflat Picture Frame with Wide Molding with Mat - Modern Wide Picture Frame - Plexiglass Cover - Hanging Hardware - Includes Easel,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
405106493826596915,Americanflat Picture Frame Set with Mat - Set of 5 - Photo Frame Set of Five for Wall Display - Plexiglass Cover - Hanging Hardware,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
MW1111LWOOD,Americanflat 11x11 Picture Frame in Light Wood - Displays 8x8 With Mat and 11x11 Without Mat - Composite Wood with Shatter Resistant Glass,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
332699056436150294,Americanflat 14x14 Wedding Signature Picture Frame - 5x7 with Mat or 14x14 without Mat - Signature Frame for Celebrations - Shatter Resistant Glass - Hanging Hardware,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
MP-MDF-WB-1620-BLACK-1114,Americanflat Poster Frame 16x20 inches with 11x14 Mat - Black Wooden Picture Frame with Plexiglass Cover,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
MP-PES-SHOW-7275-BLACK-WAF-SL,"Americanflat 72x75 Black Hookless Waffle Pattern Shower Curtain - Water-Resistant Long Shower Curtain with Sheer Panel, Snap-In Liner, and Grommets",1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
343124438380904508,Americanflat Poster Frame - Perfect Frame for Photos and Artwork - Large Picture Frame - Polished Plexiglass - Hanging Hardware with Horizontal and Vertical Display,1,0.34,UPS Ground Saver $0.34,Carrier re-rate after label $0.34
FF1218BK,Floating Picture Frame Crystal-Clear Glass - Americanflat - 12x18 / Black,1,0.34,UPS (service not itemized) $0.34,Carrier re-rate after label $0.34
MW1114WALNUT57,Americanflat 11x14 Picture Frame in Walnut - Displays 5x7 With Mat and 11x14 Without Mat - Composite Wood with Shatter Resistant Glass,2,0.34,UPS Ground Saver $0.31; FedEx (service not itemized) $0.03,Carrier re-rate after label $0.31; Billed above label cost $0.03
OVF0507SLV,Heirloom Unmatted Picture Frame - 5x7 / Silver / Ornate Vintage frame,1,0.33,FedEx (service not itemized) $0.33,Billed above label cost $0.33
289025631662489606,Americanflat 8.5x11 Thin Border Diploma Flame - Showcases Certificates and Diplomas - Document Picture Frame - Shatter Resistant Glass - Hanging Hardware and Easel for Table Display - Black,1,0.33,UPS (service not itemized) $0.33,Billed above label cost $0.33
319399087065858081,Americanflat A2 A3 A4 A5 Poster Frame - Picture Frame to Display Posters - Ideal for Documents and Artwork - Plexiglass Cover - Adjustable Hanging Hardware - Includes Easel,1,0.33,UPS (service not itemized) $0.33,Billed above label cost $0.33
MP-MDF-CF-5514-WHITE-344,Americanflat 5.5x14 Collage Picture Frame - Fits Three 3x3 Photos or One 5.5x14 Photo - White,1,0.33,UPS (service not itemized) $0.33,Billed above label cost $0.33
MP-MDF-8511-BLACK,Americanflat 8.5x11 Diploma Frame - Document Frame with Shatter-Resistant Glass and Engineered Wood - Certificate Frame for Tabletop and Wall - Black,1,0.33,UPS (service not itemized) $0.33,Billed above label cost $0.33
SIFBLK11143PK,Fusion Picture Frame - 11x14 / Black / 3 Pack,1,0.33,FedEx (service not itemized) $0.33,Billed above label cost $0.33
KAF8511PNICKEL2PK,Americanflat Kids Art Frame | Holds 100 Photos | Modern - Premium Quality - Silver / 2 pack,1,0.32,UPS Ground Saver $0.32,Carrier re-rate after label $0.32
MP-PS-912-WHITE-68-5PK,Americanflat 9x12 Frame 5 Pack of Picture Frames with Mat - Gallery Wall Frame Set 9x12 picture frame,1,0.32,UPS Ground Saver $0.32,Carrier re-rate after label $0.32
MW0912DWOOD68,Americanflat 9x12 Picture Frame in Driftwood - Displays 6x8 With Mat and 9x12 Without Mat - Composite Wood with Shatter Resistant Glass,1,0.32,UPS Ground Saver $0.32,Carrier re-rate after label $0.32
343097196783599727,"Americanflat Gallery-Style Picture Frame - Ideal Frame for Gallery Wall Display - Showcase Artwork, Prints, and Photos - Shatter Resistant Glass - Hanging Hardware with Drywall Anchor",1,0.32,UPS Ground Saver $0.32,Carrier re-rate after label $0.32
ESLF6ACR4PK,Acrylic Display Stand  Modern Clear Easel | Premium Quality - 6-Inch / 4 Pack,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MW0808WHT55,Signature Matted Picture Frame - 8x8 / White / 1 Pack,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
LX2020SLV810NF,Thin Border Picture Frame | Shatter-Resistant Plexiglass | Wall Art Display - 20x20 / Silver / 8x10,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
A281P241SHOW7174,Americanflat 71x74 Coastal Shower Curtain - Upon a Clear by PI Creative Art,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MP-PES-SHOW-A281P435-7174-GREEN,Americanflat Abstract Shower Curtain No Borders Shower Curtain by PI Creative Art,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
PS0506BLK232PK,Americanflat 5x6 Gallery Wall Picture Frame Set of 2 Polished Plexiglass with Removable Mat - Home Gallery Wall Decor for Photos and Art - Black,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
LX1518BLK,Poster Frame | Slim Molding | Streamline Collection - Black / 15x18,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
257803095485366283,Americanflat Picture Frame Set with Mat - Set of 5 - Photo Frame Set of Five for Wall Display - Plexiglass Cover - Hanging Hardware,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
PS11514BLK85112PK,Americanflat 11.5x14 Picture Frame with Polished Plexiglass - Set of 2 - Use as 8.5x11 Frame with Mat or Display 11.5x14 Photo Without Mat - Galleria,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
PETINK0912BLK3OP,Americanflat Inkless Pet Paw Print Kit with 3 Mess-Free Ink Pads - 9x12 Frame with Mat for 3 Openings and Shatter-Resistant Glass - Tabletop or Wall,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MPFLEB5060FLOWHT,Americanflat Throw Blanket - 50x60 Inch Printed Fleece - Floral Design - Lightweight Warmth - White,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
PS0912SLV682PK,Americanflat 9x12 Picture Frame with Polished Plexiglass - Set of 2 - Use as 6x8 Frame with Mat or Display 9x12 Photo Without Mat - Galleria,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
A303P334SHOW7174,"Americanflat 71x74 Boho Shower Curtain - Durable Metal Grommets and 12 Hooks - 100% Polyester - Ivory, Burnt Orange and Green Bathroom Curtains",1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
A393P021SHOW7174AZ,"Americanflat 71x74 Boho Shower Curtain - Durable Metal Grommets and 12 Hooks - 100% Polyester - Warm Beige, Black, and Ochre Yellow",1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
GSK8511BLK12PK,Gallery Wall Picture Frames Set of 12 - Americanflat - 8.5x11 / Black,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
257803095485366279,Americanflat Picture Frame Set with Mat - Set of 5 - Photo Frame Set of Five for Wall Display - Plexiglass Cover - Hanging Hardware,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MP-MDF-STF-0406-BLACK,Americanflat Quick-Change 4x6 Photo Storage Display Frame Black,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
WB1321BLK,Americanflat 13x21 Picture Frame with Polished Plexiglass - Black Picture Frame - Wide Photo Frames Made of Engineered Wood for Vertical or - Modern,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MP-MDF-DF-8511-MAHOGANY,Americanflat 8.5x11 Diploma Frame - Document Frame with Shatter-Resistant Glass - Certificate Frame for Tabletop and Wall - Mahogany,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MPFLEB5060DPGRN,Fleece Throw Blanket - 50x60 Inch - Modern Dash Windowpane Design - Ultra Soft Warmth - Green,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MF0510BK2PK,5x10 | License Frame | Set of 2 | Includes Mat | Shatter-Resistant Glass – Americanflat - 5x10 / Black,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MP-PS-1218-WHITE-1117-5PK,Americanflat 12x18 frame with mat 5 Pack of Picture Frames - Gallery Wall Frame Set 12x18 poster frame,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MP-PS-1319-BLACK-1117-5PK,Americanflat 13x19 frame 5 Pack of Picture Frames with Mat - Gallery Wall Frame Set 13 x 19 picture frame,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
LX1414GLD46,Americanflat 14x14 Picture Frame with Polished Plexiglass - Use as 4x6 Frame with Mat or Display 14x14 Photo Without Mat - Streamline Collection,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
MF0510WALNUT,Americanflat License Frame | With 3.5x8 Mat | Tabletop & Wall | Legacy - 5x10 / Walnut / White,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
ALUFF0507PBRASS,Americanflat Aluminum 5x7 Floating Picture Frame with Shatter-Resistant Glass - Use as 4x6 Picture Frame or Display 5x7 Photo - Signature Float,1,0.31,FedEx (service not itemized) $0.31,Billed above label cost $0.31
LX2228BLK1216,Streamline Matted Picture Frame - 22x28 with 12x16 Mat / Black / 1 Pack,1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
WMW1624WHT1218,Oversized Gallery Picture Frame with Mat | Hudson Collection - 16x24 / White / 12x18,1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
MPBDLFXF5060WHT,Americanflat Throw Blanket - 50x60 Inch Double Sided Luxe Faux Fur - Soft Plush Fleece Bedding - Cozy Warmth For Living Room Couch Or Sofa - White,1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
MP-PVC-PS-1624-BLACK-5PK,Americanflat 5 Pack of 16x24 Frames - Plexiglass Cover - Black,1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
MP-SB-1114-WHITE,"Americanflat Shadow Box Frame White 11x14 inches - 1.5"" Deep Box Frame for Objects with Glass Front",1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
STF0507BLK,"Storage Picture Frame, Quick Change, 35-Photo - Americanflat - 5x7 / Black",1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
MP-PVC-LX-2424-BLACK,Americanflat 24x24 Poster Frame - Perfect for Photos and Artwork - Black,1,0.3,FedEx (service not itemized) $0.30,Billed above label cost $0.30
GSD1216BLK812,Gallery Picture Frame with Mat | Soho Collection - 12x16 / Black / 8x12,2,0.29,UPS Ground Saver $0.21; FedEx (service not itemized) $0.08,Carrier re-rate after label $0.21; Billed above label cost $0.08
LX0606BLKNOMAT,Streamline Picture Frame - 6x6 / Black / 1 Pack,1,0.29,FedEx (service not itemized) $0.29,Billed above label cost $0.29
WMW1824NAOAK1218,Oversized Gallery Picture Frame with Mat | Hudson Collection - 18X24 / Natural Oak / 12x18,1,0.29,FedEx (service not itemized) $0.29,Billed above label cost $0.29
343081422288175159,Americanflat Picture Frame Set with Mat - Set of 5 - Photo Frame Set of Five for Wall Display - Plexiglass Cover - Hanging Hardware,1,0.29,FedEx (service not itemized) $0.29,Billed above label cost $0.29
MP-MDF-WB-1624-BLACK,Americanflat Poster Frame 16x24 inches - Black Wooden Picture Frame with Plexiglass Cover,1,0.29,FedEx (service not itemized) $0.29,Billed above label cost $0.29
A405P028SHOW7174,Americanflat 71x74 Blue Wave and Sand Shower Curtain - 100% Polyester Shower Curtain,1,0.28,FedEx (service not itemized) $0.28,Billed above label cost $0.28
WB2020BLKPC,Epic Poster Frame - 20x20 / Black,1,0.28,FedEx (service not itemized) $0.28,Billed above label cost $0.28
MP-MDF-GSK-0810-WHITE-12PK,Americanflat 8x10 Picture Frame Set to Enhance Wall Decor - White - 12 Pack,1,0.28,FedEx (service not itemized) $0.28,Billed above label cost $0.28
520066867428458502,Americanflat 11x14 Black Picture Frames - Shatter-Resistant Glass - 3 Pack - Use as 8x10 with mat or as 11x14 frame without mat,1,0.28,FedEx (service not itemized) $0.28,Billed above label cost $0.28
MP-MDF-STF-0810-BLACK,Americanflat Quick-Change 8x10 Photo Storage Display Frame Black,1,0.28,FedEx (service not itemized) $0.28,Billed above label cost $0.28
ACR0507,Double-Sided Acrylic Picture Frame | Scratch Resistant - 5x7,3,0.27,FedEx (service not itemized) $0.27,Billed above label cost $0.27
SHOW7275GEO4GRYSL,"Americanflat 72x75 Hookless Shower Curtain - Water-Resistant Striped Shower Curtain with Sheer Panel, Snap-In Liner, and Durable Grommets - 100%",1,0.27,FedEx (service not itemized) $0.27,Billed above label cost $0.27
WB0507DFBLK2OP,Americanflat Collage Picture Frame in with Two  Displays Textured Wood and Polished Glass for Wall and Tabletop - Charcoal 5 x 7,1,0.27,UPS Ground Saver $0.27,Carrier re-rate after label $0.27
LX0709BLKNOMAT,Picture Frame | Slim Molding | Streamline Collection - 7x9 / Black,2,0.27,FedEx (service not itemized) $0.27,Billed above label cost $0.27
MP-MDF-MW-1114-OAK-7SET,Americanflat 7 Piece Gallery Wall Frame Set to Enhance Wall Decor - Oak,4,0.26,FedEx (service not itemized) $0.26,Billed above label cost $0.26
DF08104PKRUS57,"Collage Frame, Set of 4 - 8x10 / Rustic Lodge",1,0.26,FedEx (service not itemized) $0.26,Billed above label cost $0.26
MPFLEBRSV5060TTLCRM,Throw Blanket | Fleece & Sherpa - Classic Tattersall Plaid - 50x60 / Cream,1,0.25,FedEx (service not itemized) $0.25,Billed above label cost $0.25
MPFLEBRSV5060OPBLU,Throw Blanket | Fleece & Sherpa - Reversible - Oversize Plaid - 50x60 / Blue,1,0.25,FedEx (service not itemized) $0.25,Billed above label cost $0.25
PRO_MW1114NAOAK,Signature Matted Picture Frame - 11x14 / Natural Oak / 1 Pack,1,0.25,FedEx (service not itemized) $0.25,Billed above label cost $0.25
CF0620WHT346,Americanflat Signature Collage Frame | 3-Opening | Shatter-Resistant Glass - 6x20 / White / White,1,0.25,UPS Ground Saver $0.25,Carrier re-rate after label $0.25
MP-MDF-FF-8511-WHITE,"Americanflat 8.5x11 Two-Sided Floating Picture Frame to Display Photos, Wall Art, and Pressed Flowers - White",1,0.25,UPS Ground Saver $0.25,Carrier re-rate after label $0.25
280387087038234634,"Americanflat Shadow Box Frame - 1.5 Interior Depth for Memorabilia - Display Case for Showcasing Souvenirs, Awards, and Medals - Shatter Resistant Glass - Hanging Hardware",1,0.25,FedEx (service not itemized) $0.25,Billed above label cost $0.25
PFF1620SLV1114,Veranda Picture Frame - 16x20 / Silver / 11x14,1,0.24,FedEx (service not itemized) $0.24,Billed above label cost $0.24
